Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
AP012306.1	1659492	1660214		minus	DNA-binding transcriptional activator	sdiA	0	protein-coding		BAL38820.1	240	ECMDS42_1576
AP012306.1	1660783	1661406		plus	DNA-binding transcriptional co-regulator with RcsB	rcsA	0	protein-coding		BAL38821.1	207	ECMDS42_1577
AP012306.1	1661450	1661638		minus	predicted protein	dsrB	0	protein-coding		BAL38822.1	62	ECMDS42_1578
AP012306.1	1661801	1662028		plus	predicted protein	yodD	0	protein-coding		BAL38823.1	75	ECMDS42_1579
AP012306.1	1662042	1662128		minus	uncharacterized gene	dsrA	0	misc_RNA				ECMDS42_1580
AP012306.1	1662326	1663141		plus	conserved protein	yedP	0	protein-coding		BAL38824.1	271	ECMDS42_1581
AP012306.1	1663138	1664832		minus	predicted diguanylate cyclase	yedQ	0	protein-coding		BAL38825.1	564	ECMDS42_1582
AP012306.1	1665003	1665185		minus	predicted protein	yodC	0	protein-coding		BAL38826.1	60	ECMDS42_1583
AP012306.1	1665264	1666181		minus	conserved inner membrane protein	yedI	0	protein-coding		BAL38827.1	305	ECMDS42_1584
AP012306.1	1666354	1667274		plus	predicted inner membrane protein	yedA	0	protein-coding		BAL38828.1	306	ECMDS42_1585
AP012306.1	1667263	1667733		minus	DNA mismatch endonuclease of very short patch repair	vsr	0	protein-coding		BAL38829.1	156	ECMDS42_1586
AP012306.1	1667714	1669132		minus	DNA cytosine methylase	dcm	0	protein-coding		BAL38830.1	472	ECMDS42_1587
AP012306.1	1669199	1669894		minus	predicted phosphohydrolase	yedJ	0	protein-coding		BAL38831.1	231	ECMDS42_1588
AP012306.1	1669934	1670299		minus	predicted inner membrane protein	yedR	0	protein-coding		BAL38832.1	121	ECMDS42_1589
AP012306.1	1670866	1671351		plus	uncharacterized gene	yedS	0	other				ECMDS42_1590
AP012306.1	1670881	1672103		plus	uncharacterized gene	yedS	0	other				ECMDS42_1591
AP012306.1	1671361	1671570		plus	uncharacterized gene	yedS	0	other				ECMDS42_1592
AP012306.1	1671654	1672058		plus	uncharacterized gene	yedS	0	other				ECMDS42_1593
AP012306.1	1672650	1673501		plus	Hsp31 molecular chaperone	hchA	0	protein-coding		BAL38833.1	283	ECMDS42_1594
AP012306.1	1673609	1674967		minus	predicted sensory kinase in two-component regulatory system with YedW	yedV	0	protein-coding		BAL38834.1	452	ECMDS42_1595
AP012306.1	1674967	1675638		minus	predicted DNA-binding response regulator in two-component system withYedV	yedW	0	protein-coding		BAL38835.1	223	ECMDS42_1596
AP012306.1	1675771	1676184		plus	conserved protein	yedX	0	protein-coding		BAL38836.1	137	ECMDS42_1597
AP012306.1	1676293	1677297		plus	predicted reductase	yedY	0	protein-coding		BAL38837.1	334	ECMDS42_1598
AP012306.1	1677298	1677933		plus	conserved inner membrane protein	yedZ	0	protein-coding		BAL38838.1	211	ECMDS42_1599
AP012306.1	1678190	1678840		plus	conserved metal-binding protein	yodA	0	protein-coding		BAL38839.1	216	ECMDS42_1600
AP012306.1	1679183	1679713		plus	predicted cytochrome	yodB	0	protein-coding		BAL38840.1	176	ECMDS42_1601
AP012306.1	1680283	1680372		minus	tRNA-Ser	serU	0	tRNA				ECMDS42_1602
AP012306.1	1680466	1681263		plus	conserved protein	yeeI	0	protein-coding		BAL38841.1	265	ECMDS42_1603
AP012306.1	1681364	1681439		plus	tRNA-Asn	asnT	0	tRNA				ECMDS42_1604
AP012306.1	1681726	1688829		plus	adhesin	yeeJ	0	protein-coding		BAL38842.1	2367	ECMDS42_1605
AP012306.1	1689091	1689417		minus	uncharacterized gene	yeeL	0	other				ECMDS42_1606
AP012306.1	1689136	1690188		minus	uncharacterized gene	yeeL	0	other				ECMDS42_1607
AP012306.1	1689439	1690143		minus	uncharacterized gene	yeeL	0	other				ECMDS42_1608
AP012306.1	1690458	1691774		plus	shikimate transporter	shiA	0	protein-coding		BAL38843.1	438	ECMDS42_1609
AP012306.1	1691876	1693330		plus	AMP nucleosidase	amn	0	protein-coding		BAL38844.1	484	ECMDS42_1610
AP012306.1	1693673	1694389		plus	conserved protein	yeeN	0	protein-coding		BAL38845.1	238	ECMDS42_1611
AP012306.1	1694842	1694917		minus	tRNA-Asn	asnW	0	tRNA				ECMDS42_1612
AP012306.1	1695018	1696661		minus	predicted multidrug efflux system	yeeO	0	protein-coding		BAL38846.1	547	ECMDS42_1613
AP012306.1	1696666	1696741		plus	tRNA-Asn	asnU	0	tRNA				ECMDS42_1614
AP012306.1	1696779	1697729		minus	DNA-binding transcriptional activator	cbl	0	protein-coding		BAL38847.1	316	ECMDS42_1615
AP012306.1	1697831	1698748		minus	DNA-binding transcriptional dual regulator	nac	0	protein-coding		BAL38848.1	305	ECMDS42_1616
AP012306.1	1699075	1699150		plus	tRNA-Asn	asnV	0	tRNA				ECMDS42_1617
AP012306.1	1699206	1700138		minus	conserved protein with NAD(P)-binding Rossmann-fold domain	erfK	0	protein-coding		BAL38849.1	310	ECMDS42_1618
AP012306.1	1700203	1701282		minus	nicotinate-nucleotide dimethylbenzimidazole-P phophoribosyl transferase	cobT	0	protein-coding		BAL38850.1	359	ECMDS42_1619
AP012306.1	1701294	1702037		minus	cobalamin 5'-phosphate synthase	cobS	0	protein-coding		BAL38851.1	247	ECMDS42_1620
AP012306.1	1702034	1702579		minus	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	cobU	0	protein-coding		BAL38852.1	181	ECMDS42_1621
AP012306.1	1703317	1703790		minus	DNA gyrase inhibitor	sbmC	0	protein-coding		BAL38853.1	157	ECMDS42_1622
AP012306.1	1703909	1705075		minus	D-alanyl-D-alanine carboxypeptidase	dacD	0	protein-coding		BAL38854.1	388	ECMDS42_1623
AP012306.1	1705284	1706711		plus	exonuclease I	sbcB	0	protein-coding		BAL38855.1	475	ECMDS42_1624
AP012306.1	1706754	1706981		minus	conserved protein	yeeD	0	protein-coding		BAL38856.1	75	ECMDS42_1625
AP012306.1	1706995	1708053		minus	predicted inner membrane protein	yeeE	0	protein-coding		BAL38857.1	352	ECMDS42_1626
AP012306.1	1708232	1709590		minus	predicted amino-acid transporter	yeeF	0	protein-coding		BAL38858.1	452	ECMDS42_1627
AP012306.1	1709857	1710786		minus	predicted DNA-binding transcriptional regulator	yeeY	0	protein-coding		BAL38859.1	309	ECMDS42_1628
AP012306.1	1710832	1711656		minus	predicted epimerase, with NAD(P)-binding Rossmann-fold domain	yeeZ	0	protein-coding		BAL38860.1	274	ECMDS42_1629
AP012306.1	1711739	1711993		minus	toxin of the YoeB-YefM toxin-antitoxin system	yoeB	0	protein-coding		BAL38861.1	84	ECMDS42_1630
AP012306.1	1711990	1712241		minus	antitoxin of the YoeB-YefM toxin-antitoxin system	yefM	0	protein-coding		BAL38862.1	83	ECMDS42_1631
AP012306.1	1712524	1712574		plus	his operon leader peptide	hisL	0	protein-coding		BAL38863.1	16	ECMDS42_1632
AP012306.1	1712720	1713619		plus	ATP phosphoribosyltransferase	hisG	0	protein-coding		BAL38864.1	299	ECMDS42_1633
AP012306.1	1713625	1714929		plus	bifunctional histidinal dehydrogenase/histidinol dehydrogenase	hisD	0	protein-coding		BAL38865.1	434	ECMDS42_1634
AP012306.1	1714926	1715996		plus	histidinol-phosphate aminotransferase	hisC	0	protein-coding		BAL38866.1	356	ECMDS42_1635
AP012306.1	1715996	1717063		plus	fused histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase	hisB	0	protein-coding		BAL38867.1	355	ECMDS42_1636
AP012306.1	1717063	1717653		plus	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	hisH	0	protein-coding		BAL38868.1	196	ECMDS42_1637
AP012306.1	1717653	1718390		plus	N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase	hisA	0	protein-coding		BAL38869.1	245	ECMDS42_1638
AP012306.1	1718372	1719148		plus	imidazole glycerol phosphate synthase, catalytic subunit with HisF	hisF	0	protein-coding		BAL38870.1	258	ECMDS42_1639
AP012306.1	1719142	1719753		plus	fused phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase	hisI	0	protein-coding		BAL38871.1	203	ECMDS42_1640
AP012306.1	1719849	1720829		minus	regulator of length of O-antigen component of lipopolysaccharide chains	cld	0	protein-coding		BAL38872.1	326	ECMDS42_1641
AP012306.1	1720975	1722141		minus	UDP-glucose 6-dehydrogenase	ugd	0	protein-coding		BAL38873.1	388	ECMDS42_1642
AP012306.1	1722390	1723796		minus	gluconate-6-phosphate dehydrogenase, decarboxylating	gnd	0	protein-coding		BAL38874.1	468	ECMDS42_1643
AP012306.1	1724109	1725692		plus	fused predicted membrane proteins	yegH	0	protein-coding		BAL38875.1	527	ECMDS42_1644
AP012306.1	1725966	1727819		minus	predicted assembly protein	asmA	0	protein-coding		BAL38876.1	617	ECMDS42_1645
AP012306.1	1727841	1728422		minus	2'-deoxycytidine 5'-triphosphate deaminase	dcd	0	protein-coding		BAL38877.1	193	ECMDS42_1646
AP012306.1	1728514	1729155		minus	uridine/cytidine kinase	udk	0	protein-coding		BAL38878.1	213	ECMDS42_1647
AP012306.1	1729473	1732790		plus	predicted diguanylate cyclase, GGDEF domain signalling protein	yegE	0	protein-coding		BAL38879.1	1105	ECMDS42_1648
AP012306.1	1732899	1733747		minus	3-methyl-adenine DNA glycosylase II	alkA	0	protein-coding		BAL38880.1	282	ECMDS42_1649
AP012306.1	1733881	1735233		plus	predicted chaperone	yegD	0	protein-coding		BAL38881.1	450	ECMDS42_1650
AP012306.1	1735246	1737192		minus	conserved protein	yegI	0	protein-coding		BAL38882.1	648	ECMDS42_1651
AP012306.1	1737392	1737853		plus	predicted protein	yegJ	0	protein-coding		BAL38883.1	153	ECMDS42_1652
AP012306.1	1737918	1738679		minus	predicted protein	yegK	0	protein-coding		BAL38884.1	253	ECMDS42_1653
AP012306.1	1738676	1739335		minus	conserved protein	yegL	0	protein-coding		BAL38885.1	219	ECMDS42_1654
AP012306.1	1739482	1739630		plus	uncharacterized gene	ryeC	0	misc_RNA				ECMDS42_1655
AP012306.1	1739817	1739959		plus	uncharacterized gene	ryeD	0	misc_RNA				ECMDS42_1656
AP012306.1	1740223	1741470		plus	multidrug efflux system, subunit A	mdtA	0	protein-coding		BAL38886.1	415	ECMDS42_1657
AP012306.1	1741470	1744592		plus	multidrug efflux system, subunit B	mdtB	0	protein-coding		BAL38887.1	1040	ECMDS42_1658
AP012306.1	1744593	1747670		plus	multidrug efflux system, subunit C	mdtC	0	protein-coding		BAL38888.1	1025	ECMDS42_1659
AP012306.1	1747671	1749086		plus	multidrug efflux system protein	mdtD	0	protein-coding		BAL38889.1	471	ECMDS42_1660
AP012306.1	1749083	1750486		plus	sensory histidine kinase in two-component regulatory system with BaeR	baeS	0	protein-coding		BAL38890.1	467	ECMDS42_1661
AP012306.1	1750483	1751205		plus	DNA-binding response regulator in two-component regulatory system with BaeS	baeR	0	protein-coding		BAL38891.1	240	ECMDS42_1662
AP012306.1	1751659	1752711		minus	fructose-bisphosphate aldolase class I	fbaB	0	protein-coding		BAL38892.1	350	ECMDS42_1663
AP012306.1	1752968	1754245		plus	predicted nucleoside transporter	yegT	0	protein-coding		BAL38893.1	425	ECMDS42_1664
AP012306.1	1754242	1755246		plus	predicted hydrolase	yegU	0	protein-coding		BAL38894.1	334	ECMDS42_1665
AP012306.1	1755243	1756208		plus	predicted kinase	yegV	0	protein-coding		BAL38895.1	321	ECMDS42_1666
AP012306.1	1756182	1756928		minus	predicted DNA-binding transcriptional regulator	yegW	0	protein-coding		BAL38896.1	248	ECMDS42_1667
AP012306.1	1756980	1757798		minus	predicted hydrolase	yegX	0	protein-coding		BAL38897.1	272	ECMDS42_1668
AP012306.1	1757863	1758663		minus	bifunctional hydroxy-methylpyrimidine kinase/hydroxy-phosphomethylpyrimidine kinase	thiD	0	protein-coding		BAL38898.1	266	ECMDS42_1669
AP012306.1	1758660	1759448		minus	hydoxyethylthiazole kinase	thiM	0	protein-coding		BAL38899.1	262	ECMDS42_1670
AP012306.1	1759671	1759943		minus	conserved protein	yohL	0	protein-coding		BAL38900.1	90	ECMDS42_1671
AP012306.1	1760064	1760888		plus	membrane protein conferring nickel and cobalt resistance	yohM	0	protein-coding		BAL38901.1	274	ECMDS42_1672
AP012306.1	1761107	1761445		plus	predicted protein	yohN	0	protein-coding		BAL38902.1	112	ECMDS42_1673
AP012306.1	1761527	1762561		minus	predicted fimbrial-like adhesin protein	yehA	0	protein-coding		BAL38903.1	344	ECMDS42_1674
AP012306.1	1762577	1765057		minus	predicted outer membrane protein	yehB	0	protein-coding		BAL38904.1	826	ECMDS42_1675
AP012306.1	1765073	1765792		minus	predicted periplasmic pilin chaperone	yehC	0	protein-coding		BAL38905.1	239	ECMDS42_1676
AP012306.1	1765827	1766369		minus	predicted fimbrial-like adhesin protein	yehD	0	protein-coding		BAL38906.1	180	ECMDS42_1677
AP012306.1	1766662	1766943		minus	predicted protein	yehE	0	protein-coding		BAL38907.1	93	ECMDS42_1678
AP012306.1	1767206	1768315		minus	antiporter inner membrane protein	mrp	0	protein-coding		BAL38908.1	369	ECMDS42_1679
AP012306.1	1768447	1770480		plus	methionyl-tRNA synthetase	metG	0	protein-coding		BAL38909.1	677	ECMDS42_1680
AP012306.1	1770621	1771445		plus	uncharacterized gene	molR	0	other				ECMDS42_1681
AP012306.1	1770666	1774461		plus	uncharacterized gene	molR	0	other				ECMDS42_1682
AP012306.1	1771557	1773494		plus	uncharacterized gene	molR	0	other				ECMDS42_1683
AP012306.1	1773469	1774416		plus	uncharacterized gene	molR	0	other				ECMDS42_1684
AP012306.1	1774426	1778058		plus	conserved protein	yehI	0	protein-coding		BAL38910.1	1210	ECMDS42_1685
AP012306.1	1778119	1778436		plus	predicted protein	yehK	0	protein-coding		BAL38911.1	105	ECMDS42_1686
AP012306.1	1778743	1779831		plus	predicted transporter subunit	yehL	0	protein-coding		BAL38912.1	362	ECMDS42_1687
AP012306.1	1779842	1782121		plus	predicted protein	yehM	0	protein-coding		BAL38913.1	759	ECMDS42_1688
AP012306.1	1782114	1783250		plus	conserved protein	yehP	0	protein-coding		BAL38914.1	378	ECMDS42_1689
AP012306.1	1783247	1785091		plus	predicted protein	yehQ	0	protein-coding		BAL38915.1	614	ECMDS42_1690
AP012306.1	1785372	1785833		plus	conserved protein	yehR	0	protein-coding		BAL38916.1	153	ECMDS42_1691
AP012306.1	1785873	1786343		minus	conserved protein	yehS	0	protein-coding		BAL38917.1	156	ECMDS42_1692
AP012306.1	1786390	1787109		minus	predicted response regulator in two-component system withYehU	yehT	0	protein-coding		BAL38918.1	239	ECMDS42_1693
AP012306.1	1787106	1788791		minus	predicted sensory kinase in two-component system with YehT	yehU	0	protein-coding		BAL38919.1	561	ECMDS42_1694
AP012306.1	1789013	1789744		plus	DNA-binding transcriptional regulator	mlrA	0	protein-coding		BAL38920.1	243	ECMDS42_1695
AP012306.1	1789804	1789911		plus	predicted protein	yohO	0	protein-coding		BAL38921.1	35	ECMDS42_1696
AP012306.1	1789892	1790623		minus	predicted transporter subunit	yehW	0	protein-coding		BAL38922.1	243	ECMDS42_1697
AP012306.1	1790628	1791554		minus	predicted transporter subunit	yehX	0	protein-coding		BAL38923.1	308	ECMDS42_1698
AP012306.1	1791547	1792704		minus	predicted transporter subunit	yehY	0	protein-coding		BAL38924.1	385	ECMDS42_1699
AP012306.1	1792711	1793628		minus	predicted transporter subunit	yehZ	0	protein-coding		BAL38925.1	305	ECMDS42_1700
AP012306.1	1793839	1796136		minus	beta-D-glucoside glucohydrolase, periplasmic	bglX	0	protein-coding		BAL38926.1	765	ECMDS42_1701
AP012306.1	1796332	1798047		plus	D-lactate dehydrogenase, FAD-binding, NADH independent	dld	0	protein-coding		BAL38927.1	571	ECMDS42_1702
AP012306.1	1798085	1799017		minus	D-alanyl-D-alanine endopeptidase	pbpG	0	protein-coding		BAL38928.1	310	ECMDS42_1703
AP012306.1	1799191	1799778		minus	predicted inner membrane protein	yohC	0	protein-coding		BAL38929.1	195	ECMDS42_1704
AP012306.1	1799948	1800526		plus	conserved inner membrane protein	yohD	0	protein-coding		BAL38930.1	192	ECMDS42_1705
AP012306.1	1800656	1801417		minus	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	yohF	0	protein-coding		BAL38931.1	253	ECMDS42_1706
AP012306.1	1801470	1802558		minus	predicted outer membrane protein	yohG	0	protein-coding		BAL38932.1	362	ECMDS42_1707
AP012306.1	1802696	1802833		minus	conserved protein	yohH	0	protein-coding		BAL38933.1	45	ECMDS42_1708
AP012306.1	1803585	1804532		minus	tRNA-dihydrouridine synthase C	dusC	0	protein-coding		BAL38934.1	315	ECMDS42_1709
AP012306.1	1804771	1805169		plus	conserved inner membrane protein	yohJ	0	protein-coding		BAL38935.1	132	ECMDS42_1710
AP012306.1	1805166	1805861		plus	predicted inner membrane protein	yohK	0	protein-coding		BAL38936.1	231	ECMDS42_1711
AP012306.1	1805991	1806875		plus	cytidine/deoxycytidine deaminase	cdd	0	protein-coding		BAL38937.1	294	ECMDS42_1712
AP012306.1	1807025	1807744		plus	predicted protein	sanA	0	protein-coding		BAL38938.1	239	ECMDS42_1713
AP012306.1	1807747	1807986		plus	predicted inner membrane protein	yeiS	0	protein-coding		BAL38939.1	79	ECMDS42_1714
AP012306.1	1808180	1809418		plus	predicted oxidoreductase	yeiT	0	protein-coding		BAL38940.1	412	ECMDS42_1715
AP012306.1	1809412	1810647		plus	predicted oxidoreductase	yeiA	0	protein-coding		BAL38941.1	411	ECMDS42_1716
AP012306.1	1810890	1811900		minus	methyl-galactoside transporter subunit	mglC	0	protein-coding		BAL38942.1	336	ECMDS42_1717
AP012306.1	1811916	1813436		minus	fused methyl-galactoside transporter subunit	mglA	0	protein-coding		BAL38943.1	506	ECMDS42_1718
AP012306.1	1813497	1814495		minus	methyl-galactoside transporter subunit	mglB	0	protein-coding		BAL38944.1	332	ECMDS42_1719
AP012306.1	1814775	1815815		minus	DNA-binding transcriptional repressor	galS	0	protein-coding		BAL38945.1	346	ECMDS42_1720
AP012306.1	1815957	1817114		minus	conserved inner membrane protein	yeiB	0	protein-coding		BAL38946.1	385	ECMDS42_1721
AP012306.1	1817131	1817799		minus	GTP cyclohydrolase I	folE	0	protein-coding		BAL38947.1	222	ECMDS42_1722
AP012306.1	1818057	1818893		plus	predicted esterase	yeiG	0	protein-coding		BAL38948.1	278	ECMDS42_1723
AP012306.1	1818925	1820916		minus	ferric iron-catecholate outer membrane transporter	cirA	0	protein-coding		BAL38949.1	663	ECMDS42_1724
AP012306.1	1821210	1822679		minus	lysine transporter	lysP	0	protein-coding		BAL38950.1	489	ECMDS42_1725
AP012306.1	1822884	1823765		minus	predicted DNA-binding transcriptional regulator	yeiE	0	protein-coding		BAL38951.1	293	ECMDS42_1726
AP012306.1	1823864	1824913		plus	conserved inner membrane protein	yeiH	0	protein-coding		BAL38952.1	349	ECMDS42_1727
AP012306.1	1824987	1825844		plus	endonuclease IV with intrinsic 3'-5' exonuclease activity	nfo	0	protein-coding		BAL38953.1	285	ECMDS42_1728
AP012306.1	1825847	1826935		plus	predicted kinase	yeiI	0	protein-coding		BAL38954.1	362	ECMDS42_1729
AP012306.1	1827042	1828292		minus	predicted nucleoside transporter	yeiJ	0	protein-coding		BAL38955.1	416	ECMDS42_1730
AP012306.1	1828392	1829333		minus	ribonucleoside hydrolase 2	rihB	0	protein-coding		BAL38956.1	313	ECMDS42_1731
AP012306.1	1829502	1830161		plus	DNA-binding transcriptional activator	yeiL	0	protein-coding		BAL38957.1	219	ECMDS42_1732
AP012306.1	1830232	1831482		minus	predicted nucleoside transporter	yeiM	0	protein-coding		BAL38958.1	416	ECMDS42_1733
AP012306.1	1831576	1832514		minus	conserved protein	yeiN	0	protein-coding		BAL38959.1	312	ECMDS42_1734
AP012306.1	1832502	1833443		minus	predicted kinase	yeiC	0	protein-coding		BAL38960.1	313	ECMDS42_1735
AP012306.1	1833866	1835557		minus	fused fructose-specific PTS enzyme IIB'BC components	fruA	0	protein-coding		BAL38961.1	563	ECMDS42_1736
AP012306.1	1835574	1836512		minus	fructose-1-phosphate kinase	fruK	0	protein-coding		BAL38962.1	312	ECMDS42_1737
AP012306.1	1836512	1837642		minus	fused fructose-specific PTS enzyme IIA component/HPr component	fruB	0	protein-coding		BAL38963.1	376	ECMDS42_1738
AP012306.1	1838010	1839191		plus	lactose/glucose efflux system	setB	0	protein-coding		BAL38964.1	393	ECMDS42_1739
AP012306.1	1839188	1839442		minus	conserved protein	yeiW	0	protein-coding		BAL38965.1	84	ECMDS42_1740
AP012306.1	1839597	1840169		plus	predicted elongtion factor	yeiP	0	protein-coding		BAL38966.1	190	ECMDS42_1741
AP012306.1	1840392	1841858		plus	predicted dehydrogenase, NAD-dependent	yeiQ	0	protein-coding		BAL38967.1	488	ECMDS42_1742
AP012306.1	1841976	1842962		plus	predicted enzyme	yeiR	0	protein-coding		BAL38968.1	328	ECMDS42_1743
AP012306.1	1843001	1843714		plus	undecaprenyl pyrophosphate phosphatase	yeiU	0	protein-coding		BAL38969.1	237	ECMDS42_1744
AP012306.1	1844126	1844692		plus	predicted peptidase, outer membrane lipoprotein	spr	0	protein-coding		BAL38970.1	188	ECMDS42_1745
AP012306.1	1844873	1846429		plus	conserved protein	rtn	0	protein-coding		BAL38971.1	518	ECMDS42_1746
AP012306.1	1846511	1848325		plus	predicted oligopeptide transporter subunit	yejA	0	protein-coding		BAL38972.1	604	ECMDS42_1747
AP012306.1	1848326	1849420		plus	predicted oligopeptide transporter subunit	yejB	0	protein-coding		BAL38973.1	364	ECMDS42_1748
AP012306.1	1849420	1850445		plus	predicted oligopeptide transporter subunit	yejE	0	protein-coding		BAL38974.1	341	ECMDS42_1749
AP012306.1	1850447	1852036		plus	fused predicted oligopeptide transporter subunits	yejF	0	protein-coding		BAL38975.1	529	ECMDS42_1750
AP012306.1	1852040	1852384		minus	predicted protein	yejG	0	protein-coding		BAL38976.1	114	ECMDS42_1751
AP012306.1	1852717	1853907		minus	bicyclomycin/multidrug efflux system	bcr	0	protein-coding		BAL38977.1	396	ECMDS42_1752
AP012306.1	1853935	1854630		minus	16S rRNA pseudouridylate 516 synthase	rsuA	0	protein-coding		BAL38978.1	231	ECMDS42_1753
AP012306.1	1854779	1856539		plus	predicted ATP-dependet helicase	yejH	0	protein-coding		BAL38979.1	586	ECMDS42_1754
AP012306.1	1856664	1856948		plus	50S ribosomal subunit protein L25	rplY	0	protein-coding		BAL38980.1	94	ECMDS42_1755
AP012306.1	1857087	1858094		minus	uncharacterized gene	yejK	0	protein-coding		BAL38981.1	335	ECMDS42_1756
AP012306.1	1858276	1858503		plus	conserved protein	yejL	0	protein-coding		BAL38982.1	75	ECMDS42_1757
AP012306.1	1858523	1860283		plus	predicted hydrolase, inner membrane	yejM	0	protein-coding		BAL38983.1	586	ECMDS42_1758
AP012306.1	1860358	1860434		plus	tRNA-Pro	proL	0	tRNA				ECMDS42_1759
AP012306.1	1860867	1861514		plus	DNA-binding response regulator in two-component regulatory system with NarQ or NarX	narP	0	protein-coding		BAL38984.1	215	ECMDS42_1760
AP012306.1	1861725	1862777		minus	heme lyase, CcmH subunit	ccmH	0	protein-coding		BAL38985.1	350	ECMDS42_1761
AP012306.1	1862774	1863331		minus	periplasmic thioredoxin of cytochrome c-type biogenesis	ccmG	0	protein-coding		BAL38986.1	185	ECMDS42_1762
AP012306.1	1863328	1865271		minus	heme lyase, CcmF subunit	ccmF	0	protein-coding		BAL38987.1	647	ECMDS42_1763
AP012306.1	1865268	1865747		minus	periplasmic heme chaperone	ccmE	0	protein-coding		BAL38988.1	159	ECMDS42_1764
AP012306.1	1865744	1865953		minus	cytochrome c biogenesis protein	ccmD	0	protein-coding		BAL38989.1	69	ECMDS42_1765
AP012306.1	1865950	1866687		minus	heme exporter subunit	ccmC	0	protein-coding		BAL38990.1	245	ECMDS42_1766
AP012306.1	1866729	1867391		minus	heme exporter subunit	ccmB	0	protein-coding		BAL38991.1	220	ECMDS42_1767
AP012306.1	1867388	1868011		minus	heme exporter subunit	ccmA	0	protein-coding		BAL38992.1	207	ECMDS42_1768
AP012306.1	1868024	1868626		minus	nitrate reductase, cytochrome c-type,periplasmic	napC	0	protein-coding		BAL38993.1	200	ECMDS42_1769
AP012306.1	1868636	1869085		minus	nitrate reductase, small, cytochrome C550 subunit, periplasmic	napB	0	protein-coding		BAL38994.1	149	ECMDS42_1770
AP012306.1	1869082	1869945		minus	ferredoxin-type protein	napH	0	protein-coding		BAL38995.1	287	ECMDS42_1771
AP012306.1	1869932	1870627		minus	ferredoxin-type protein	napG	0	protein-coding		BAL38996.1	231	ECMDS42_1772
AP012306.1	1870634	1873120		minus	nitrate reductase, periplasmic, large subunit	napA	0	protein-coding		BAL38997.1	828	ECMDS42_1773
AP012306.1	1873117	1873380		minus	assembly protein for periplasmic nitrate reductase	napD	0	protein-coding		BAL38998.1	87	ECMDS42_1774
AP012306.1	1873370	1873864		minus	ferredoxin-type protein	napF	0	protein-coding		BAL38999.1	164	ECMDS42_1775
AP012306.1	1874272	1874760		plus	ecotin, a serine protease inhibitor	eco	0	protein-coding		BAL39000.1	162	ECMDS42_1776
AP012306.1	1875475	1877121		minus	malate dehydrogenase, FAD/NAD(P)-binding domain	mqo	0	protein-coding		BAL39001.1	548	ECMDS42_1777
AP012306.1	1877339	1878982		minus	fused predicted multidrug transporter subunits	yojI	0	protein-coding		BAL39002.1	547	ECMDS42_1778
AP012306.1	1879058	1879708		minus	oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	alkB	0	protein-coding		BAL39003.1	216	ECMDS42_1779
AP012306.1	1879708	1880772		minus	fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase	ada	0	protein-coding		BAL39004.1	354	ECMDS42_1780
AP012306.1	1880846	1881901		minus	predicted thiamine biosynthesis lipoprotein	yojL	0	protein-coding		BAL39005.1	351	ECMDS42_1781
AP012306.1	1882013	1883116		minus	outer membrane porin protein C	ompC	0	protein-coding		BAL39006.1	367	ECMDS42_1782
AP012306.1	1883451	1883543		plus	uncharacterized gene	micF	0	misc_RNA				ECMDS42_1783
AP012306.1	1883855	1886527		plus	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	rcsD	0	protein-coding		BAL39007.1	890	ECMDS42_1784
AP012306.1	1886544	1887194		plus	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	rcsB	0	protein-coding		BAL39008.1	216	ECMDS42_1785
AP012306.1	1887394	1890243		minus	hybrid sensory kinase in two-component regulatory system with RcsB and YojN	rcsC	0	protein-coding		BAL39009.1	949	ECMDS42_1786
AP012306.1	1890410	1892236		plus	sensory histidine kinase in two-component regulatory system with AtoC	atoS	0	protein-coding		BAL39010.1	608	ECMDS42_1787
AP012306.1	1892233	1893618		plus	fused response regulator of ato opeon, in two-component system with AtoS	atoC	0	protein-coding		BAL39011.1	461	ECMDS42_1788
AP012306.1	1893814	1894476		plus	acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit	atoD	0	protein-coding		BAL39012.1	220	ECMDS42_1789
AP012306.1	1894476	1895126		plus	acetyl-CoA:acetoacetyl-CoA transferase, beta subunit	atoA	0	protein-coding		BAL39013.1	216	ECMDS42_1790
AP012306.1	1895123	1896445		plus	short chain fatty acid transporter	atoE	0	protein-coding		BAL39014.1	440	ECMDS42_1791
AP012306.1	1896476	1897660		plus	acetyl-CoA acetyltransferase	atoB	0	protein-coding		BAL39015.1	394	ECMDS42_1792
AP012306.1	1897734	1898510		minus	conserved protein	yfaP	0	protein-coding		BAL39016.1	258	ECMDS42_1793
