Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
U00096.3	2722702	2722743		plus	protein PssL	pssL	0	protein-coding		QNV50535.1	13	b4782
U00096.3	2722727	2724082		plus	phosphatidylserine synthase	pssA	0	protein-coding		AAC75638.2	451	b2585
U00096.3	2724128	2724451		plus	DUF2279 domain-containing protein YfiM	yfiM	0	protein-coding		AAC75639.2	107	b2586
U00096.3	2724448	2725746		minus	alpha-ketoglutarate:H(+) symporter	kgtP	0	protein-coding		AAC75640.1	432	b2587
U00096.3	2725925	2725987		plus	protein YfiS	yfiS	0	protein-coding		QNV50536.1	20	b4783
U00096.3	2726069	2726188		minus	5S ribosomal RNA	rrfG	0	rRNA				b2588
U00096.3	2726281	2729184		minus	23S ribosomal RNA	rrlG	0	rRNA				b2589
U00096.3	2729369	2729444		minus	tRNA-Glu	gltW	0	tRNA				b2590
U00096.3	2729616	2731157		minus	16S ribosomal RNA	rrsG	0	rRNA				b2591
U00096.3	2731600	2734173		minus	chaperone protein ClpB	clpB	0	protein-coding		AAC75641.1	857	b2592
U00096.3	2734153	2734295		minus	small regulatory RNA RyfD	ryfD	0	ncRNA				b4609
U00096.3	2734303	2735034		minus	purine nucleoside phosphorylase YfiH	yfiH	0	protein-coding		AAC75642.1	243	b2593
U00096.3	2735031	2736011		minus	23S rRNA pseudouridine(1911/1915/1917) synthase	rluD	0	protein-coding		AAC75643.1	326	b2594
U00096.3	2736146	2736883		plus	outer membrane protein assembly factor BamD	bamD	0	protein-coding		AAC75644.1	245	b2595
U00096.3	2737154	2737495		plus	ribosome-associated inhibitor A	raiA	0	protein-coding		AAC75646.1	113	b2597
U00096.3	2737381	2737542		plus	small RNA RaiZ	raiZ	0	ncRNA				b4805
U00096.3	2737599	2737646		plus	phe operon leader peptide	pheL	0	protein-coding		AAC75647.1	15	b2598
U00096.3	2737745	2738905		plus	fused chorismate mutase/prephenate dehydratase	pheA	0	protein-coding		AAC75648.1	386	b2599
U00096.3	2738948	2740069		minus	fused chorismate mutase/prephenate dehydrogenase	tyrA	0	protein-coding		AAC75649.1	373	b2600
U00096.3	2740080	2741150		minus	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	aroF	0	protein-coding		AAC75650.1	356	b2601
U00096.3	2741360	2741725		plus	DUF2799 domain-containing lipoprotein YfiL	yfiL	0	protein-coding		AAC75651.2	121	b2602
U00096.3	2741875	2742393		plus	DUF4154 domain-containing protein YfiR	yfiR	0	protein-coding		AAC75652.1	172	b2603
U00096.3	2742383	2743609		plus	diguanylate cyclase DgcN	dgcN	0	protein-coding		AAC75653.1	408	b2604
U00096.3	2743625	2744107		plus	lipoprotein YfiB	yfiB	0	protein-coding		AAC75654.1	160	b2605
U00096.3	2744183	2744530		minus	50S ribosomal subunit protein L19	rplS	0	protein-coding		AAC75655.1	115	b2606
U00096.3	2744572	2745339		minus	tRNA m(1)G37 methyltransferase	trmD	0	protein-coding		AAC75656.1	255	b2607
U00096.3	2745370	2745918		minus	ribosome maturation factor RimM	rimM	0	protein-coding		AAC75657.2	182	b2608
U00096.3	2745937	2746185		minus	30S ribosomal subunit protein S16	rpsP	0	protein-coding		AAC75658.1	82	b2609
U00096.3	2746434	2747795		minus	signal recognition particle protein component	ffh	0	protein-coding		AAC75659.1	453	b2610
U00096.3	2747962	2748753		plus	cytochrome c assembly family protein	ypjD	0	protein-coding		AAC75660.2	263	b2611
U00096.3	2748774	2750060		plus	UPF0053 family inner membrane protein YfjD	yfjD	0	protein-coding		AAT48144.3	428	b4461
U00096.3	2750115	2750708		minus	nucleotide exchange factor GrpE	grpE	0	protein-coding		AAC75663.1	197	b2614
U00096.3	2750831	2751709		plus	NAD kinase	nadK	0	protein-coding		AAC75664.1	292	b2615
U00096.3	2751795	2753456		plus	DNA repair protein RecN	recN	0	protein-coding		AAT48145.1	553	b2616
U00096.3	2753605	2753946		plus	outer membrane protein assembly factor BamE	bamE	0	protein-coding		AAC75666.2	113	b2617
U00096.3	2754008	2754298		minus	putative component of the Rsx system	yfjF	0	protein-coding		AAC75667.2	96	b2618
U00096.3	2754288	2754764		minus	ribosome association toxin RatA	ratA	0	protein-coding		AAC75668.1	158	b2619
U00096.3	2754896	2755378		plus	SsrA-binding protein	smpB	0	protein-coding		AAC75669.1	160	b2620
U00096.3	2755593	2755955		plus	tmRNA	ssrA	0	ncRNA				b2621
U00096.3	2756159	2757400		plus	integrase IntA	intA	0	protein-coding		AAC75670.1	413	b2622
U00096.3	2757644	2758600		minus	uncharacterized protein YfjH	yfjH	0	protein-coding		AAC75671.1	318	b2623
U00096.3	2758644	2758856		plus	DNA-binding transcriptional activator AlpA	alpA	0	protein-coding		AAC75672.1	70	b2624
U00096.3	2758985	2760394		plus	DUF3987 domain-containing protein YfjI	yfjI	0	protein-coding		AAC75673.1	469	b2625
U00096.3	2760547	2761173		plus	protein YfjJ	yfjJ	0	protein-coding		AAC75674.1	208	b2626
U00096.3	2761351	2763540		minus	putative helicase YfjK	abpB	0	protein-coding		AAC75675.1	729	b2627
U00096.3	2763537	2765153		minus	anti-bacteriophage protein	abpA	0	protein-coding		AAC75676.1	538	b2628
U00096.3	2765513	2765776		minus	protein YfjM	yfjM	0	protein-coding		AAC75677.1	87	b2629
U00096.3	2765918	2766991		plus	RNase LS, toxin of the RnlAB toxin-antitoxin system	rnlA	0	protein-coding		AAC75678.1	357	b2630
U00096.3	2766984	2767355		plus	antitoxin RnlB	rnlB	0	protein-coding		AAC75679.2	123	b2631
U00096.3	2767710	2768573		plus	putative GTP-binding protein YfjP	yfjP	0	protein-coding		AAT48146.1	287	b2632
U00096.3	2768665	2769486		plus	DUF932 domain-containing protein YfjQ	yfjQ	0	protein-coding		AAC75681.1	273	b2633
U00096.3	2769703	2770404		plus	putative DNA-binding transcriptional regulator YfjR	yfjR	0	protein-coding		AAC75682.1	233	b2634
U00096.3	2770445	2770681		plus	uncharacterized protein YpjK	ypjK	0	protein-coding		AAC75683.2	78	b2635
U00096.3	2770681	2771124		plus	inner membrane lipoprotein YfjS	yfjS	0	protein-coding		AAC75684.2	147	b2636
U00096.3	2771148	2771615		plus	uncharacterized protein YfjT	yfjT	0	protein-coding		AAC75685.1	155	b2637
U00096.3	2771840	2772154		minus	putative arsenate reductase-like protein YfjU	yfjU	0	protein-coding		AYC08235.1	104	b2638
U00096.3	2772167	2773182		minus	uncharacterized gene	yfjV	0	pseudogene				b2641
U00096.3	2773318	2775021		plus	uncharacterized protein YfjW	yfjW	0	protein-coding		AAC75690.1	567	b2642
U00096.3	2775545	2775816		plus	uncharacterized gene	ypjI	0	pseudogene				b4644
U00096.3	2775919	2776377		plus	putative antirestriction protein YfjX	yfjX	0	protein-coding		AAC75691.1	152	b2643
U00096.3	2776386	2776868		plus	RadC-like JAB domain-containing protein YfjY	yfjY	0	protein-coding		AAC75692.1	160	b2644
U00096.3	2776877	2777077		plus	DUF987 domain-containing protein YpjJ	ypjJ	0	protein-coding		ABD18698.1	66	b4548
U00096.3	2777115	2777432		plus	putative antitoxin of the YpjF-YfjZ toxin-antitoxin system	yfjZ	0	protein-coding		AAC75693.1	105	b2645
U00096.3	2777453	2777782		plus	toxin of the YpjF-YfjZ toxin-antitoxin system	ypjF	0	protein-coding		AAC75694.1	109	b2646
U00096.3	2777972	2777985		plus	uncharacterized gene	psaA	0	pseudogene				b4645
U00096.3	2778146	2782726		minus	adhesin-like autotransporter YpjA	ypjA	0	protein-coding		AAC75695.2	1526	b2647
U00096.3	2783065	2783304		minus	uncharacterized gene	pinH	0	pseudogene				b2648
U00096.3	2783638	2784429		minus	DUF5508 domain-containing protein YpjB	ypjB	0	protein-coding		AYC08236.1	263	b2649
U00096.3	2784529	2785011		minus	DUF5507 domain-containing protein YpjC	ypjC	0	protein-coding		AYC08237.1	160	b2650
U00096.3	2785762	2785837		minus	tRNA-Ile	ileY	0	tRNA				b2652
U00096.3	2786397	2788649		plus	uncharacterized gene	ygaQ	0	pseudogene				b4462
U00096.3	2788985	2789962		plus	glutarate dioxygenase GlaH	glaH	0	protein-coding		AAC75706.2	325	b2659
U00096.3	2789982	2791250		plus	L-2-hydroxyglutarate dehydrogenase	lhgD	0	protein-coding		AAC75707.2	422	b2660
U00096.3	2791273	2792721		plus	succinate-semialdehyde dehydrogenase (NADP(+)) GabD	gabD	0	protein-coding		AAC75708.1	482	b2661
U00096.3	2792735	2794015		plus	4-aminobutyrate aminotransferase GabT	gabT	0	protein-coding		AAC75709.1	426	b2662
U00096.3	2794253	2795653		plus	4-aminobutanoate:H(+) symporter	gabP	0	protein-coding		AAC75710.1	466	b2663
U00096.3	2795674	2796336		plus	DNA-binding transcriptional repressor GlaR	glaR	0	protein-coding		AAC75711.2	220	b2664
U00096.3	2796337	2796786		minus	K(+) binding protein	kbp	0	protein-coding		AAC75712.1	149	b2665
U00096.3	2796870	2797028		minus	Pmp3 family protein YqaE	yqaE	0	protein-coding		AAC75713.1	52	b2666
U00096.3	2797211	2797510		plus	putative DNA-binding transcriptional regulator YgaV	ygaV	0	protein-coding		AAC75714.1	99	b2667
U00096.3	2797520	2798044		plus	thiosulfate sulfurtransferase YgaP	ygaP	0	protein-coding		AAC75715.1	174	b2668
U00096.3	2798091	2798495		minus	DNA-binding transcriptional repressor StpA with RNA chaperone activity	stpA	0	protein-coding		AAC75716.1	134	b2669
U00096.3	2799164	2799613		plus	L-alanine exporter	alaE	0	protein-coding		AAC75717.1	149	b2670
U00096.3	2799650	2799994		minus	DUF2002 domain-containing protein YgaC	ygaC	0	protein-coding		AAC75718.1	114	b2671
U00096.3	2800146	2800475		plus	DUF883 domain-containing protein YgaM	ygaM	0	protein-coding		AAC75719.2	109	b2672
U00096.3	2800723	2800968		plus	glutaredoxin-like protein NrdH	nrdH	0	protein-coding		AAC75720.1	81	b2673
U00096.3	2800965	2801375		plus	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI	nrdI	0	protein-coding		AAC75721.1	136	b2674
U00096.3	2801348	2803492		plus	ribonucleoside-diphosphate reductase 2 subunit alpha	nrdE	0	protein-coding		AAC75722.1	714	b2675
U00096.3	2803502	2804461		plus	ribonucleoside-diphosphate reductase 2 subunit beta	nrdF	0	protein-coding		AAC75723.1	319	b2676
U00096.3	2804815	2806017		plus	glycine betaine ABC transporter ATP binding subunit ProV	proV	0	protein-coding		AAC75724.1	400	b2677
U00096.3	2806010	2807074		plus	glycine betaine ABC transporter membrane subunit ProW	proW	0	protein-coding		AAC75725.1	354	b2678
U00096.3	2807132	2808124		plus	glycine betaine ABC transporter periplasmic binding protein ProX	proX	0	protein-coding		AAC75726.1	330	b2679
U00096.3	2808316	2809493		plus	uncharacterized gene	ygaY	0	pseudogene				b2681
U00096.3	2809617	2810354		plus	L-valine exporter, YgaZ component	ygaZ	0	protein-coding		AAC75729.1	245	b2682
U00096.3	2810344	2810679		plus	L-valine exporter, YgaH component	ygaH	0	protein-coding		AAC75730.1	111	b2683
U00096.3	2810770	2811300		plus	DNA-binding transcriptional regulator MprA	mprA	0	protein-coding		AAC75731.1	176	b2684
U00096.3	2811427	2812599		plus	multidrug efflux pump membrane fusion protein EmrA	emrA	0	protein-coding		AAC75732.1	390	b2685
U00096.3	2812616	2814154		plus	multidrug efflux pump membrane subunit EmrB	emrB	0	protein-coding		AAC75733.1	512	b2686
U00096.3	2814218	2814733		minus	S-ribosylhomocysteine lyase	luxS	0	protein-coding		AAC75734.1	171	b2687
U00096.3	2814802	2814874		plus	small regulatory RNA MicA	micA	0	ncRNA				b4442
U00096.3	2814883	2816439		minus	glutamate--cysteine ligase	gshA	0	protein-coding		AAC75735.1	518	b2688
U00096.3	2816512	2816940		minus	DedA family protein YqaA	yqaA	0	protein-coding		AAC75736.1	142	b2689
U00096.3	2816937	2817503		minus	fructose-1-phosphate phosphatase YqaB	yqaB	0	protein-coding		AAC75737.1	188	b2690
U00096.3	2817784	2817860		minus	tRNA-Arg	argQ	0	tRNA				b2691
U00096.3	2818059	2818135		minus	tRNA-Arg	argZ	0	tRNA				b2692
U00096.3	2818198	2818274		minus	tRNA-Arg	argY	0	tRNA				b2693
U00096.3	2818473	2818549		minus	tRNA-Arg	argV	0	tRNA				b2694
U00096.3	2818553	2818645		minus	tRNA-Ser	serV	0	tRNA				b2695
U00096.3	2818961	2819146		minus	carbon storage regulator	csrA	0	protein-coding		AAC75738.1	61	b2696
U00096.3	2819381	2822011		minus	alanine--tRNA ligase/DNA-binding transcriptional repressor	alaS	0	protein-coding		AAC75739.1	876	b2697
U00096.3	2822139	2822639		minus	RecA inhibitor RecX	recX	0	protein-coding		AAC75740.1	166	b2698
U00096.3	2822708	2823769		minus	DNA recombination/repair protein RecA	recA	0	protein-coding		AAC75741.1	353	b2699
U00096.3	2823849	2824346		minus	NMN aminohydrolase	pncC	0	protein-coding		AAC75742.1	165	b2700
U00096.3	2824491	2825576		minus	membrane-bound lytic murein transglycosylase B	mltB	0	protein-coding		AAC75743.1	361	b2701
U00096.3	2825832	2826395		plus	sorbitol-specific PTS enzyme IIC2 component	srlA	0	protein-coding		AAT48148.1	187	b2702
U00096.3	2826392	2827351		plus	sorbitol-specific PTS enzyme IIBC1 component	srlE	0	protein-coding		AAT48149.1	319	b2703
U00096.3	2827362	2827733		plus	sorbitol-specific PTS enzyme IIA component	srlB	0	protein-coding		AAC75746.1	123	b2704
U00096.3	2827737	2828516		plus	sorbitol-6-phosphate 2-dehydrogenase	srlD	0	protein-coding		AAC75747.1	259	b2705
U00096.3	2828621	2828980		plus	DNA-binding transcriptional activator GutM	gutM	0	protein-coding		AAC75748.1	119	b2706
U00096.3	2829047	2829820		plus	DNA-binding transcriptional repressor SrlR	srlR	0	protein-coding		AAC75749.1	257	b2707
U00096.3	2829813	2830778		plus	D-arabinose 5-phosphate isomerase GutQ	gutQ	0	protein-coding		AAC75750.2	321	b2708
U00096.3	2830775	2832289		minus	DNA-binding transcriptional dual regulator NorR	norR	0	protein-coding		AAC75751.2	504	b2709
U00096.3	2832476	2833915		plus	anaerobic nitric oxide reductase flavorubredoxin	norV	0	protein-coding		AAC75752.1	479	b2710
U00096.3	2833912	2835045		plus	NADH:flavorubredoxin reductase	norW	0	protein-coding		AAC75753.1	377	b2711
U00096.3	2835173	2837425		minus	carbamoyl--[HypE] ligase	hypF	0	protein-coding		AAC75754.1	750	b2712
U00096.3	2837578	2838105		minus	putative electron transport protein HydN	hydN	0	protein-coding		AAC75755.1	175	b2713
U00096.3	2838254	2839264		minus	DNA-binding transcriptional repressor AscG	ascG	0	protein-coding		AAC75756.2	336	b2714
U00096.3	2839524	2840981		plus	beta-glucoside specific PTS enzyme IIBC component	ascF	0	protein-coding		AAT48150.1	485	b2715
U00096.3	2840990	2842414		plus	6-phospho-beta-glucosidase AscB	ascB	0	protein-coding		AAC75758.1	474	b2716
U00096.3	2842573	2843043		minus	hydrogenase 3 maturation protease	hycI	0	protein-coding		AAC75759.1	156	b2717
U00096.3	2843036	2843446		minus	formate hydrogenlyase assembly protein	hycH	0	protein-coding		AAC75760.1	136	b2718
U00096.3	2843443	2844210		minus	formate hydrogenlyase subunit HycG	hycG	0	protein-coding		AAC75761.1	255	b2719
U00096.3	2844210	2844752		minus	formate hydrogenlyase subunit HycF	hycF	0	protein-coding		AAC75762.1	180	b2720
U00096.3	2844762	2846471		minus	formate hydrogenlyase subunit HycE	hycE	0	protein-coding		AAC75763.1	569	b2721
U00096.3	2846489	2847412		minus	formate hydrogenlyase subunit HycD	hycD	0	protein-coding		AAC75764.1	307	b2722
U00096.3	2847415	2849241		minus	formate hydrogenlyase subunit HycC	hycC	0	protein-coding		AAC75765.1	608	b2723
U00096.3	2849238	2849849		minus	formate hydrogenlyase subunit HycB	hycB	0	protein-coding		AAC75766.1	203	b2724
U00096.3	2849974	2850435		minus	regulator of the transcriptional regulator FhlA	hycA	0	protein-coding		AAC75767.1	153	b2725
U00096.3	2850647	2850997		plus	hydrogenase 3 nickel incorporation protein HypA	hypA	0	protein-coding		AAC75768.1	116	b2726
U00096.3	2851001	2851873		plus	hydrogenase isoenzymes nickel incorporation protein HypB	hypB	0	protein-coding		AAC75769.1	290	b2727
U00096.3	2851864	2852136		plus	hydrogenase maturation factor HypC	hypC	0	protein-coding		AAC75770.1	90	b2728
U00096.3	2852136	2853257		plus	Fe-(CN)2CO cofactor assembly scaffold protein HypD	hypD	0	protein-coding		AAC75771.1	373	b2729
U00096.3	2853254	2854264		plus	carbamoyl dehydratase HypE	hypE	0	protein-coding		AAC75772.2	336	b2730
U00096.3	2854338	2856416		plus	DNA-binding transcriptional activator FhlA	fhlA	0	protein-coding		AAC75773.1	692	b2731
U00096.3	2856453	2856806		minus	protein YgbA	ygbA	0	protein-coding		AAC75774.1	117	b2732
U00096.3	2857093	2859654		plus	DNA mismatch repair protein MutS	mutS	0	protein-coding		AAC75775.1	853	b2733
U00096.3	2859760	2860416		plus	phosphoprotein phosphatase 2	pphB	0	protein-coding		AAC75776.1	218	b2734
U00096.3	2860467	2861234		minus	DNA-binding transcriptional repressor YgbI	ygbI	0	protein-coding		AAC75777.2	255	b2735
U00096.3	2861430	2862338		plus	putative L-threonate dehydrogenase	ygbJ	0	protein-coding		AAC75778.1	302	b2736
U00096.3	2862335	2863501		plus	putative 3-oxo-tetronate kinase YgbK	ygbK	0	protein-coding		AAC75779.1	388	b2737
U00096.3	2863593	2864231		plus	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL	ygbL	0	protein-coding		AAC75780.1	212	b2738
U00096.3	2864236	2865012		plus	putative 2-oxo-tetronate isomerase YgbM	ygbM	0	protein-coding		AAC75781.1	258	b2739
U00096.3	2865101	2866465		plus	putative transporter YgbN	ygbN	0	protein-coding		AAC75782.1	454	b2740
U00096.3	2866559	2867551		minus	RNA polymerase sigma factor RpoS	rpoS	0	protein-coding		AAC75783.1	330	b2741
U00096.3	2867614	2868753		minus	murein hydrolase activator NlpD	nlpD	0	protein-coding		AAC75784.1	379	b2742
U00096.3	2868893	2869519		minus	protein-L-isoaspartate O-methyltransferase	pcm	0	protein-coding		AAC75785.1	208	b2743
U00096.3	2869513	2870274		minus	broad specificity 5'(3')-nucleotidase and polyphosphatase	umpG	0	protein-coding		AAC75786.1	253	b2744
U00096.3	2870255	2871304		minus	tRNA pseudouridine(13) synthase	truD	0	protein-coding		AAC75787.1	349	b2745
U00096.3	2871301	2871780		minus	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	0	protein-coding		AAC75788.1	159	b2746
U00096.3	2871780	2872490		minus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	0	protein-coding		AAC75789.1	236	b2747
U00096.3	2872509	2872820		minus	cell division protein FtsB	ftsB	0	protein-coding		AAC75790.1	103	b2748
U00096.3	2873014	2873337		minus	DUF3561 domain-containing inner membrane protein YgbE	ygbE	0	protein-coding		AAC75791.1	107	b2749
U00096.3	2873387	2873992		minus	adenylyl-sulfate kinase	cysC	0	protein-coding		AAC75792.1	201	b2750
U00096.3	2873992	2875419		minus	sulfate adenylyltransferase subunit 1	cysN	0	protein-coding		AAC75793.1	475	b2751
U00096.3	2875421	2876329		minus	sulfate adenylyltransferase subunit 2	cysD	0	protein-coding		AAC75794.1	302	b2752
U00096.3	2876581	2877618		plus	alkaline phosphatase isozyme conversion protein	iap	0	protein-coding		AAC75795.1	345	b2753
U00096.3	2878569	2878853		minus	CRISPR-associated endoribonuclease Cas2	cas2	0	protein-coding		AAC75796.2	94	b2754
U00096.3	2878855	2879772		minus	multifunctional nuclease Cas1	cas1	0	protein-coding		AAC75797.1	305	b2755
U00096.3	2879788	2880387		minus	pre-CRISPR RNA endonuclease	casE	0	protein-coding		AAC75798.1	199	b2756
U00096.3	2880374	2881048		minus	type I-E CRISPR system Cascade subunit CasD	casD	0	protein-coding		AAC75799.2	224	b2757
U00096.3	2881051	2882142		minus	type I-E CRISPR system Cascade subunit CasC	casC	0	protein-coding		AAC75800.1	363	b2758
U00096.3	2882155	2882637		minus	type I-E CRISPR system Cascade subunit CasB	casB	0	protein-coding		AAC75801.1	160	b2759
U00096.3	2882630	2884138		minus	type I-E CRISPR system Cascade subunit CasA	casA	0	protein-coding		AAC75802.1	502	b2760
U00096.3	2884553	2887219		minus	CRISPR-associated endonuclease/helicase Cas3	cas3	0	protein-coding		AAC75803.1	888	b2761
U00096.3	2887353	2887411		plus	small RNA SokX	sokX	0	ncRNA				b4701
U00096.3	2887578	2888312		minus	phosphoadenosine phosphosulfate reductase	cysH	0	protein-coding		AAC75804.1	244	b2762
U00096.3	2888387	2890099		minus	sulfite reductase, hemoprotein subunit	cysI	0	protein-coding		AAC75805.1	570	b2763
U00096.3	2890099	2891898		minus	sulfite reductase, flavoprotein subunit	cysJ	0	protein-coding		AAC75806.1	599	b2764
U00096.3	2892214	2892579		plus	6-carboxy-5,6,7,8-tetrahydropterin synthase	queD	0	protein-coding		AAC75807.1	121	b2765
U00096.3	2892657	2893928		plus	putative oxidoreductase with FAD/NAD(P)-binding domain	ygcN	0	protein-coding		AAC75808.2	423	b2766
U00096.3	2893919	2894179		plus	putative 4Fe-4S cluster-containing protein	ygcO	0	protein-coding		AAC75809.2	86	b2767
U00096.3	2894196	2894771		plus	putative anti-terminator regulatory protein	ygcP	0	protein-coding		AAC75810.1	191	b2768
U00096.3	2894919	2895779		minus	putative flavoprotein	ygcQ	0	protein-coding		AAC75811.2	286	b2769
U00096.3	2895776	2896555		minus	putative flavoprotein	ygcR	0	protein-coding		AAC75812.2	259	b2770
U00096.3	2896533	2897870		minus	putative transporter YgcS	ygcS	0	protein-coding		AAC75813.2	445	b2771
U00096.3	2897964	2899418		minus	putative FAD-containing dehydrogenase	ygcU	0	protein-coding		AAT48151.1	484	b4463
U00096.3	2899488	2900273		minus	putative deoxygluconate dehydrogenase	ygcW	0	protein-coding		AAC75816.2	261	b2774
U00096.3	2900592	2901869		plus	putative transport protein YqcE	yqcE	0	protein-coding		AAC75817.1	425	b2775
U00096.3	2901896	2903374		plus	putative sugar kinase YgcE	ygcE	0	protein-coding		AAC75818.1	492	b2776
U00096.3	2904747	2905418		minus	putative 7-carboxy-7-deazaguanine synthase QueE	queE	0	protein-coding		AAC75819.1	223	b2777
U00096.3	2905557	2905697		plus	cell envelope stress response protein YqcG	yqcG	0	protein-coding		ACO60004.1	46	b4682
U00096.3	2905711	2906583		plus	TPM domain-containing protein YgcG	ygcG	0	protein-coding		AAC75820.2	290	b2778
U00096.3	2906643	2907941		minus	enolase	eno	0	protein-coding		AAC75821.1	432	b2779
U00096.3	2908029	2909666		minus	CTP synthetase	pyrG	0	protein-coding		AAC75822.1	545	b2780
U00096.3	2909894	2910685		minus	nucleoside triphosphate pyrophosphohydrolase	mazG	0	protein-coding		AAC75823.1	263	b2781
U00096.3	2910756	2911091		minus	endoribonuclease toxin MazF	mazF	0	protein-coding		AAC75824.1	111	b2782
U00096.3	2911091	2911339		minus	antitoxin of the MazF-MazE toxin-antitoxin system MazE	mazE	0	protein-coding		AAC75825.1	82	b2783
U00096.3	2911417	2913651		minus	GDP/GTP pyrophosphokinase	relA	0	protein-coding		AAC75826.1	744	b2784
U00096.3	2913699	2915000		minus	23S rRNA m(5)U1939 methyltransferase	rlmD	0	protein-coding		AAC75827.1	433	b2785
U00096.3	2915057	2917813		plus	sensor histidine kinase BarA	barA	0	protein-coding		AAC75828.1	918	b2786
U00096.3	2918045	2919385		minus	D-glucarate dehydratase	gudD	0	protein-coding		AAC75829.1	446	b2787
U00096.3	2919406	2920746		minus	glucarate dehydratase-related protein	gudX	0	protein-coding		AAC75830.1	446	b2788
U00096.3	2920748	2922100		minus	galactarate/D-glucarate transporter GudP	gudP	0	protein-coding		AAC75831.1	450	b2789
U00096.3	2922535	2922984		minus	putative flavodoxin YqcA	yqcA	0	protein-coding		AAC75832.1	149	b2790
U00096.3	2923002	2923784		minus	tRNA pseudouridine(65) synthase	truC	0	protein-coding		AAC75833.1	260	b2791
U00096.3	2923784	2924113		minus	DUF446 domain-containing protein YqcC	yqcC	0	protein-coding		AAC75834.1	109	b2792
U00096.3	2924156	2924524		minus	small regulatory RNA CsrB	csrB	0	ncRNA				b4408
U00096.3	2924735	2925280		minus	SecY-interacting protein	syd	0	protein-coding		AAC75835.1	181	b2793
U00096.3	2925348	2926196		plus	7-cyano-7-deazaguanine reductase	queF	0	protein-coding		AAC75836.1	282	b2794
U00096.3	2926308	2927672		plus	nucleotide 5'-monophosphate nucleosidase	ppnN	0	protein-coding		AAC75837.1	454	b2795
U00096.3	2928229	2929518		plus	L-serine:H(+) symporter SdaC	sdaC	0	protein-coding		AAC75838.1	429	b2796
U00096.3	2929576	2930943		plus	L-serine deaminase II	sdaB	0	protein-coding		AAC75839.1	455	b2797
U00096.3	2931055	2931810		plus	flap endonuclease	ygdG	0	protein-coding		AAC75840.2	251	b2798
U00096.3	2931865	2933013		minus	L-1,2-propanediol oxidoreductase	fucO	0	protein-coding		AAC75841.2	382	b2799
U00096.3	2933041	2933688		minus	L-fuculose-phosphate aldolase	fucA	0	protein-coding		AAC75842.1	215	b2800
U00096.3	2934235	2935551		plus	L-fucose:H(+) symporter	fucP	0	protein-coding		AAC75843.1	438	b2801
U00096.3	2935584	2937359		plus	L-fucose isomerase	fucI	0	protein-coding		AAC75844.1	591	b2802
U00096.3	2937468	2938886		plus	L-fuculokinase	fucK	0	protein-coding		AAC75845.2	472	b2803
U00096.3	2938888	2939310		plus	L-fucose mutarotase	fucU	0	protein-coding		AAC75846.1	140	b2804
U00096.3	2939368	2940099		plus	DNA-binding transcriptional activator FucR	fucR	0	protein-coding		AAC75847.1	243	b2805
U00096.3	2940143	2941243		minus	23S rRNA 2'-O-ribose C2498 methyltransferase	rlmM	0	protein-coding		AAC75848.1	366	b2806
U00096.3	2941236	2941631		minus	DUF423 domain-containing inner membrane protein YgdD	ygdD	0	protein-coding		AAC75849.1	131	b2807
U00096.3	2941650	2942567		minus	DNA-binding transcriptional dual regulator GcvA	gcvA	0	protein-coding		AAC75850.1	305	b2808
U00096.3	2942696	2942901		plus	small regulatory RNA GcvB	gcvB	0	ncRNA				b4443
U00096.3	2942918	2943145		minus	DUF903 domain-containing lipoprotein YgdI	ygdI	0	protein-coding		AAC75851.2	75	b2809
U00096.3	2943337	2944542		plus	cysteine sulfinate desulfinase	csdA	0	protein-coding		AAC75852.1	401	b2810
U00096.3	2944542	2944985		plus	sulfur acceptor protein CsdE	csdE	0	protein-coding		AAC75853.1	147	b2811
U00096.3	2945036	2945842		minus	tRNA threonylcarbamoyladenosine dehydratase	tcdA	0	protein-coding		AAC75854.1	268	b2812
U00096.3	2946081	2947178		minus	membrane-bound lytic murein transglycosylase A	mltA	0	protein-coding		AAC75855.1	365	b2813
U00096.3	2947387	2947463		plus	tRNA-Met	metZ	0	tRNA				b2814
U00096.3	2947497	2947573		plus	tRNA-Met	metW	0	tRNA				b2815
U00096.3	2947607	2947683		plus	tRNA-Met	metV	0	tRNA				b2816
U00096.3	2947757	2949010		minus	N-acetylmuramoyl-L-alanine amidase C	amiC	0	protein-coding		AAC75856.2	417	b2817
U00096.3	2949242	2950573		plus	N-acetylglutamate synthase	argA	0	protein-coding		AAC75857.1	443	b2818
U00096.3	2950635	2952461		minus	exodeoxyribonuclease V subunit RecD	recD	0	protein-coding		AAC75858.1	608	b2819
U00096.3	2952461	2956003		minus	exodeoxyribonuclease V subunit RecB	recB	0	protein-coding		AAC75859.1	1180	b2820
U00096.3	2955996	2958884		minus	protease 3	ptrA	0	protein-coding		AAC75860.1	962	b2821
U00096.3	2959060	2962428		minus	exodeoxyribonuclease V subunit RecC	recC	0	protein-coding		AAC75861.1	1122	b2822
